customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
8094bd1ea8a8453c1855f06552200117,23f014663c70f3a8cf6f1be263c89933,20735,rio de janeiro,RJ
e79ba74d49aad29056945edd15f596ae,4914496b4e80679b99277e6a337715b7,03704,sao paulo,SP
e4d86d1da4dc444b482115d7aeb1cc3f,70e15e657d597f3c096fb696e815018f,97590,rosario do sul,RS
ee23d61fedfc4227bb0e188654c28d08,494c6658198b47787205a06421bb9403,01321,sao paulo,SP
7e6e52c237a37ca567ec907c3dc6a93f,3b885932732cd5252c8243102ab7fc79,25545,sao joao de meriti,RJ
c24638e1ff5efad8e21f689d7a1f0c6d,023f426e28a212b8328b41649a2b1a05,89694,faxinal dos guedes,SC
77992c23eb50255f67fbebe40710ce50,91275e7b1847f102954b73d856b4eee8,71908,brasilia,DF
1d331c1175b7c788fdf7b44b6dc26627,b134d1fbe77d00a8e0a4ce9d855ea927,20780,rio de janeiro,RJ
d0522845f3cd4084a840565ddc78dbab,51c79069e6b841c2dcda39aadd3180cb,36900,manhuacu,MG
98b5b8ac8f4775c874fae11ad151713d,4a665a3b72a99832d62015e9721b1cac,88110,sao jose,SC
df2939f9c79221e4653ea43744090d21,1a2aee05f48e80d4107ff223a9e4657a,12243,sao jose dos campos,SP
a37646debdb792ee5aaf18cf5da53717,f51f170e51593c5e550ef7ae616f1517,40323,salvador,BA
8ac977b83cae48a1d1216f13b06aaa2c,9c7601f15a64084e0e54df80e188eaad,07020,guarulhos,SP
eb545dff3d570e77ccfdef726b704622,d7683e45563133abe09d19dcb663200d,01537,sao paulo,SP
c9d341558d0b897fd4bc48e55f1572bb,86d1b878456bce15bcc9c4848207a785,16403,lins,SP
144d6b2679193370edcdceae5c0a407b,26a2b0baec2ef2e226f1297de4b6a86f,93700,campo bom,RS
458f0c44547ae6e5a5f5fba63eaf25e0,a6f2e4a9ff6fdb7626039136dee62c4b,02846,sao paulo,SP
0767440fcb6f6ca85a6d50c8f633ed51,df43e0b1c6f257e124883561c1e53ace,17208,jau,SP
1a8f3e93337a4cada74b085711912682,52b8fc428690f8974a3d3ff3a162f7b7,88106,sao jose,SC
eb9f43bc3cb1915ba52ea755eddad3d4,c45221bb4573f66bdd4daf43fe2d4b3b,06624,jandira,SP
cba7df91cfb5b29a0e92be5fb93b5e55,14debbd298c3b01daa32cef625668068,30431,belo horizonte,MG
aeca4ed7648c403088113efb0e5a2ba1,d6735445f2f7ba25a4c7fe937c24bf70,18051,sorocaba,SP
a3d6e70f3986099ed45ef4b3ac960019,81814a8a85ef3b0cace32bf039a7a31c,09061,santo andre,SP
854f983619b24efc2aa702bd11f207c9,71200e5ed443c22e1df3cfe1e053c07c,02082,sao paulo,SP
b7e5bee0c729f6d947ea3b7c6cd7ef0b,536dfadbe03a1508f0300502ddb0545f,26185,belford roxo,RJ
6e353700bc7bcdf6ebc15d6de16d7002,7febafa06d9d8f232a900a2937f04338,38600,paracatu,MG
06bf021cebd25d2cfceae152a5956e04,97d007095d1f9c6c5dbb15c3c1aecf5d,85301,laranjeiras do sul,PR
befe184e4eb181470e6063a1a368a093,6ac6902b78ed854e42f75c8e25234e8c,04704,sao paulo,SP
2894d1f67d717f4ed8bde367b17e0005,fb0a15a8972216e692289f886fbe75e1,03562,sao paulo,SP
5bc405425b97198b8eb4ac336d490ebd,32fb60e2ce6a1f62eeccbc2d33046072,04561,sao paulo,SP
1268526bf0726490d03a27535d35b390,0881442e3b9a9a2e65938b30e0598eb0,12604,lorena,SP
5e1ecc3b5555b47d25e18d3344669ca9,0890bfbe7e7ce34f5ead1f48e41e5772,60834,fortaleza,CE
9ed93ef87e36da017477c052dad73c59,cc117a146f6e56e036afcedbd420c0e6,85910,toledo,PR
41ce2a54c0b03bf3443c3d931a367089,3a653a41f6f9fc3d2a113cf8398680e8,75265,vianopolis,GO
23a013f994d227fe094eb1d379891c58,05d814587e80f2e2846c144d4fb511bc,97110,santa maria,RS
c64c7fed4cc7e3fa5557d8fc6f9625d9,d5b838b5c341f1957cea18610d054ac6,21810,rio de janeiro,RJ
c4357c0fbb69c53822f3690047baa057,397cc6f362ce814681a6d95e3b9cde2c,22631,rio de janeiro,RJ
f167fa9affafb87b17bfe226d61fec0d,1b18bc689cd5f83c4c9e84c5150a07fe,25650,petropolis,RJ
59114bde7ce6b9fd6ed88bb8dc422d46,c4727b31f6dae15654a8a097c91abe75,94080,gravatai,RS
f280548eca7d2b0ef9da3fc572df42ce,a62f1ea95f3b1031c7cabb98f147aa27,05577,sao paulo,SP
eae3c8b4b40e257c3e135d4c85a2e8b3,f393ee789889eff3f65907da221fa79c,22755,rio de janeiro,RJ
c0a1f831e9bc121e3d53685f89955059,296d0b2c6acccdf4d6727b20e1f9f4a2,18070,sorocaba,SP
a7a72fdf8bebfecc166fa99ad92069a7,76464fcf73d60dc8e2166448bd23a1bb,23040,rio de janeiro,RJ
cb8adca2a68ffd5c23a6740bccf56ee7,324b9a2e37fc2ab928a842b9429c46ea,07072,guarulhos,SP
03f2fce950d12e18b97760794a8d8994,9749fdb8ed91500eced9e9af5ccdb0e0,30881,belo horizonte,MG
243ec46b2d1ede1c56821491f256d7c7,ebec19ef82a1e635967cd50a037d41d7,14530,miguelopolis,SP
f17604f3f89e57c7ed3df37759b9c8ff,77a63731fc358f68a5ce26211fc340a8,32145,contagem,MG
37b1fe42b5b139ba20bb3e514809ff6c,acd9aa54ba1fb6d537ea8bb1bd65eed2,06824,embu das artes,SP
307329610b09cf8c45bec0d871eb1ec8,6c3974f2a296fbcb0aa071279dbf6f24,13482,limeira,SP
4b4773853bbbc435ddddd51bd6c6a002,f94d7c267f1bb6956a0c6c6fef65da8b,92425,canoas,RS
d5e9eb9208e37c9f39e6f19c0941b675,79066fb583868e4fdd17fc83a96db5e8,39648,chapada do norte,MG
099786bcc7ebf2f323ecf03a9f54b02d,7d435b111211b3f34f6995914fdef980,13063,campinas,SP
f4b7601916afa6166fe1ecc135176223,2ec68b85269ac7794879aecff0dab44f,18190,aracoiaba da serra,SP
064e67871d53f3fbfd15385a0ca3a54b,4dad028c287475ff2421bdb9c9b5dd2f,91751,porto alegre,RS
50540fa104b2cb99c95d9e5d53efb109,5af79d89508d36628b0796f94afa3fa9,03429,sao paulo,SP
652bebc636b04ff76896479e77c7ec18,944a3eacbae592a23be282b9858d78b6,13339,indaiatuba,SP
9863d23f12bb601f16a36c14f5638a1b,61172f1f85b147f579536247e376b782,09950,diadema,SP
9b6baabf95777726177f7153139da548,e527d87e5717a8e1432c67e902a56a9b,08431,sao paulo,SP
fa777a37be56a994adf36d437a3ae595,63fe99fa23473a7340917d48f548ccd7,47800,barreiras,BA
0b169717fec8c12a53790ce862ee480c,25e1b5240ae610b163924a49e7e85bc6,13845,mogi-guacu,SP
693214577dcce707468e89aee554cd90,483686d2c2ea82359b6aa0bb2b20829a,04313,sao paulo,SP
72b154a83078118969daf89bbe7fe225,0087c31081ea8d160baa06bf4ad4d76f,89227,joinville,SC
e1a9260002f958ad5765a6e85172e0ae,4965a4e8d51667a93ac39e04aefb33be,20530,rio de janeiro,RJ
c33c19eea4404b369fca569a72a7b35f,41678bd77f241a2270d0a5d905b22020,06414,barueri,SP
ab58d6d2846ad28915bc42bf8f75a853,9852ae41cc160b7df4017c45373187fc,04297,sao paulo,SP
38d582cf25bb1bc7d6f9f494dc2c260e,3ce128c0db0a5e430f1a998105944d59,26210,nova iguacu,RJ
a63dbfab3ef9b3039729c1c73ce56cfc,5b23e3a673f41c47a1cd5093f7843d9a,40323,salvador,BA
22a3b0e62211d8e0e28e374ce3cb6041,3f9d987156fddc08ef77f52d1a15c073,13840,mogi-guacu,SP
649ae246f93c7482390cf748a9be70f3,a2b3dadeee49f301f5307689f05d49c2,39401,montes claros,MG
ae8e4d40dde287b1a730261c382a4887,8de2a640697fdc751bf88a16ae07591d,29026,vitoria,ES
92d80c533a45c936e5ba04440a73d99d,6c286f4b415764f00f8ebbe4f8fe271c,45700,itapetinga,BA
c4cb1295499744937c6be430505b7003,3a1e94e3308e45730624bfb5c0b3bdd3,37975,itau de minas,MG
a60bddb0ff61baba2bf9e73675a81cbd,b1338d6f97d1fba0fa7b1467fdc93fd0,48180,entre rios,BA
7563f36d8dcfb6a9f7a547ed430f0f23,205d12d065a7b8535ed6941b838064fc,07862,franco da rocha,SP
e9897d7b26b4ceaa2b3f07a0e4cddd98,c88a78ffee02f40ceeb314786550b716,74920,aparecida de goiania,GO
066a9e746ce5eead40d2afa9bccd3d7d,227dee340139e8c2f57bf05bcb1246f8,04171,sao paulo,SP
690f9f1b864ed6712a50a3d444c224a0,0839b9b0df573d1b402fe8906659303a,12215,sao jose dos campos,SP
bfc0d6ebdaec3937d7dffc39fa93fb91,bd8e0f3ea9fb694fc53c7a358643fc06,74435,goiania,GO
5c78528de7bc16285f19af96fce88f02,e6925d3e39cebd0f699008b248e58361,13208,jundiai,SP
68ebcac94ae12019a0d4412660f8f1d9,11ce7127e348ee1d9bb75ffef00923dd,48970,senhor do bonfim,BA
db413ec55ca6ad5b093d08c564cf9a9a,c38ea92aa01ad97a67b5fdc061846fc4,20780,rio de janeiro,RJ
36b735afba701eeba82799b7d22161b2,313a1411e58266af71ecec9da279ad12,31310,belo horizonte,MG
5f798676abe9fe538e2242c8c07ae325,7236dee958fe8db7b71ae8858c07640e,23515,rio de janeiro,RJ
7cac3d97424aaeb9e83351311224d638,e411a7d93ae7ef2b1140c0d5c72fd9cc,05092,sao paulo,SP
efb399989df3fa489f07cf50a7673566,39618678c9395910a7d675df2b0af941,38195,conquista,MG
6034b1115c7ac9b6ced55a6d30d3b62d,4de0066d5e32f9bd282991a485d35c03,70390,brasilia,DF
bb835a982568100f068d3206b4e52f8a,f2772c6e5817727fbe9b6932ccaa438f,38320,santa vitoria,MG
eacb0c4f63256a598da605d10fd5b17b,2e438ed54223fcca39c725b9a3e6376f,78890,sorriso,MT
ad9ad1bbc3ec168f6d7e7e5637788fc3,f00acae66459f1828fc1feba2c759fa0,09619,sao bernardo do campo,SP
9fa640b461197bf923b328f63ae4ac2b,476044a045850de49b672f57aee54b5d,60831,fortaleza,CE
a125a54036b56ceb4c73638eda0f18aa,19067e6acbb88e562f0f58eca762ac76,26015,nova iguacu,RJ
5c6fc6203282033c16b64ea68ed111e4,03d4953a455f8489e712ea80699de878,09820,sao bernardo do campo,SP
884e5366e0a547ad944f0711a8e0839d,36c2e404800b055e0ebeb26c96e23fd0,74595,goiania,GO
968e2eb4991b10dd284390b31df9d4f7,e283ddc5beefba674d4dbcba24e37d04,31110,belo horizonte,MG
bb38dcdbc99e5fbf1ca0dc4f8c6b2f4e,efdfdcb4890f42ff5fdc077b298f9af8,60822,fortaleza,CE
33cb0e2958def1ed82a542a45b13c982,c8fa956730a8b291e6bada90a5c6db6c,29124,vila velha,ES
a18e4956844fab232555e2bfd53eca5e,b4b26faae91bc1b8f9458d29bc3c200c,68745,castanhal,PA
f85c1412c63126bbfaa30cac5590c0aa,9e80855aee7a17e3e214da66f7d1c08f,66085,belem,PA
3fcc0ad6fc4d2cb5b8ab39309e1ac335,4bac35931842898ef246fe185e61f7b3,69180,urucurituba,AM
ba3f81b4928e851009ff39ebeddd520e,1b5908d160c0942cc1b26bc725536d42,09920,diadema,SP
34d8e7fbd4ef064dc9fef296b5a69931,82a78b7fe9c0c1a662b2d7116c203d36,25949,guapimirim,RJ
f222c3229196dc3b016502cbd1ad6cfc,682dd9d89b6bd17e600db2ebb25bd46d,04652,sao paulo,SP
a19ca530fbc46743d5a951219cf04f2c,65571628698194dbda526c22f5ed2317,20920,rio de janeiro,RJ
b19d16198d11b08a0730eac3471345f0,cd9b72ce79772adb2e28bdfc051bb341,89700,concordia,SC
939c6ecf27d8c32e7956b4a2a468326d,fe362d146a84f9000664211ac929b9d5,09240,santo andre,SP
84b5db55a21ad27366b78ad45b8b8544,a7a0990a0bc15359977148c0d41bd277,06535,santana de parnaiba,SP
c9215c202f283f26558cc8e3b469ade1,9e066311b498f2311b3e21a6577fe238,06717,cotia,SP
e998acff98f91507e5d00ca8b10e76e2,3301ed311d556f65038f3c50002eef18,01105,sao paulo,SP
2f9b39d0a777ef84929837be047f2fd1,5b45f3493929fcecf1bacf1a1c4a4801,93700,campo bom,RS
6a8230bceebe5870e91adfd929a31a45,ed1b6f66996abfab57c0affd00805578,25922,mage,RJ
cd4bdf5e378910a9e4954796a519dfdc,c8ec36160dbdb80f55d3e944d2d3240b,80060,curitiba,PR
73723e9dddda63b50fc0c9afc46f9bee,dc4ece065a1fe9ac265d3908bc3e88e6,03164,sao paulo,SP
3cc9672b7b30a285f3613aad8480cca5,c2d0d46bbdebdc3160671251b42d5d5b,91740,porto alegre,RS
1d07a80a15700b40cb15ff5870ee8b48,0e9bafe047d5c6fe3fd8ef6bcdce9a1a,62030,sobral,CE
ed9d62c3af1f6b24e984d012f66eca35,6a8fdf11c6cc553fe201f827da2f4e65,45970,itanhem,BA
9c025d5516aab09dd87d24084edc31aa,ced1416fc6e0276033a69ead27de0ccc,55565,sao jose da coroa grande,PE
dab6b8d21ca0042c271d59be395eea8c,df85489b24646779960c73a7c2f8acbf,04833,sao paulo,SP
ad2eb5d02c0808bcd8743117f6383cf6,ef0103e9602d12594d19c2b666219bc1,30810,belo horizonte,MG
35fa7db08a8e6c05761c71cc07bac716,8a04cd485d578904eed5263be0df576c,30411,belo horizonte,MG
87863ad6c20c831af722c2401a1daf59,b896655e2083a1d76b7b85df8fc86e40,07998,francisco morato,SP
b97527f774f4348a051175eefe8e7047,e91d99078659be9b7b474bd69cb53ac3,13070,campinas,SP
de8c2741de6d730a8cfedb72a57c4d12,0b3ea22a9c32f9c1ef2684e5c981e9ea,04742,sao paulo,SP
3737ee1839ce53aaae3de56a8a034ee2,0cb7f0c5d651cb95e32abfd633338af7,04052,sao paulo,SP
5330499077787fb311af2c16a223db74,cde21009d0c20492ba91c194adc13101,88132,palhoca,SC
0971e2b38bc165dd8bf1b9d24a054890,dd3c3c93dbf411c967feecabdf1b8751,08051,sao paulo,SP
1d3bc71558bfe150123a7107517e2edb,6b05110cdbb6841273fdb6718c9f58ea,01154,sao paulo,SP
532a03a72cef381fc677f18d3b9989ea,6a3b483e9b2d95ff255471067c0f7203,01154,sao paulo,SP
9484e4e49e1711abe997984a89cb4f1e,91072c5d9631aab2b794c98dd68d2c9c,01031,sao paulo,SP
6bc2db722431353a176d8d00146e55d0,46df7382c666159526532d5ffe8138b3,13402,piracicaba,SP
b6eb6daeacac75cd1cc29c5f95a9f538,eea69b2b4f7272b279bd2e0e9b106132,01533,sao paulo,SP
349b3b4346e71035d7bff5fd4980f5de,4affc8f04011f35b1b1411bf56841f0e,07840,franco da rocha,SP
4b635ddad21743917c499f9b05204909,c3166e62cdfb039707b78bcfc4828c86,36780,astolfo dutra,MG
1a8a7a0627b8eb850b3fc69d73867a08,efa5d4299e261e6d7f6cd7f94b5aa7ff,17700,osvaldo cruz,SP
b14839b9d2cc09f5f25b2a74bff673b9,83511e439930d5ee33c12a4712d1baa3,01211,sao paulo,SP
c9e39e587b892b00ef702d57de1cf299,f0fe4ee68e4a03068e981e6481bb9e1e,11665,caraguatatuba,SP
c625cc68d7f0a27897f05eff2b3a6da0,51c8ddf321ee68b8d49ccafa8f4cfa50,14600,sao joaquim da barra,SP
a6fba43413c5d37fd7dc3173432f6ab2,212b273eed006f96498ccd8e91427e42,86840,faxinal,PR
cf833bbe73b3d8ddeb9889d4192b2496,03f923dbcd3b3c763b22b24db6072d27,13400,piracicaba,SP
13a5f002b69c82752170c60bea8978f9,cfef5d9c94eda3154a09d2a0d2e3e214,06132,osasco,SP
7ec72d9b883d87aef5ee43beb65deb06,a4297e8887cab7669f74acae48d8fc92,22640,rio de janeiro,RJ
8c86456e3bab61544682dfc5ba35d3b1,27b4a7740a9b118f9eed1e8c8be7822b,06622,jandira,SP
7a81429a083c668d1366e07c37d4deb6,7c70ca4d728c6988ee9c326479b5f507,02152,sao paulo,SP
054a61b5ef37f443a58664bdea26488e,4b3496d4740f8929ba830bb965b82891,15840,itajobi,SP
c009474292c8ed7544d52b57f352da94,9e5dba14616edd353e3e344705daebbc,37150,carmo do rio claro,MG
2abd40bba882f357731f665f6d902a65,561e71dc2bf45afd3c2c7130bed4e370,09980,diadema,SP
9937a5e470c80919fea6199a76d8bc8f,0db307a3bf5f0cf05e7a62c6c3bb942d,29101,vila velha,ES
16e60282203c560325df62d5c0b435b5,63822de2a13203c2aa8a22cb8e52bcd9,02033,sao paulo,SP
939f659b74bb69ce5a0a7c3b3e351a28,edf55e0391148600e839275491f147e5,44053,feira de santana,BA
544adf4b007f958dd9ca0e81f665c50a,31f1c1348185be629ce9ea2d4d71617e,29170,serra,ES
e7ff0f90a95997a2fd13b1daff21991b,1bc973dd0c2d4b8eb3b9c44b42eff102,99200,guapore,RS
8d6aa832414bbe235edb680ed82d72dd,bec4565233c872dc005b32e9616669d1,87309,campo mourao,PR
5c155c5095c1d2ac15be7d90282057aa,513f44fd9ef4992cdf77e9b60dd986af,03371,sao paulo,SP
09946d4f0a58f040f433d53139e2a2ae,00cc0061269a99836cf8b029b1d0177d,11035,santos,SP
ea3742e869d611ce91ce6cdc43bea07b,063342fa545494715cc59f983598c546,83606,campo largo,PR
627dfd4a1b84a6a7e2a5e989ba72101d,4c3e319751f31fb9c21a247247fe85e0,70680,brasilia,DF
f37e018586ddc359d2f1ad32f64ff8aa,5538f4cb054b71b5525a019a47019aa0,28735,quissama,RJ
bff92b3f66be70a9141168e84259fa3d,7cf6aa111c7b888b8f9fcc26b6fa1130,06656,itapevi,SP
7f6e9a3e00f0600dc1a8473fa31c23e3,84f30d2fd3937449dc7e0c835c281961,70344,brasilia,DF
fc0570252f406543994dea3f61ffefc7,75ecead8782ef6730e1f7e51f7052f75,26087,nova iguacu,RJ
199261b79f63b071d8c40c82607857b4,69101784d3263f0dba4bad411d3289ee,79052,campo grande,MS
714a0994b31a6d165fadcc089827fdbf,c4854939d499d4786a9273c855fa6b77,06437,barueri,SP
b58a35cb4e1a1f9ea74dcf0b2639a9ac,fd837fa3548f0e74f75081f38a34e56b,93510,novo hamburgo,RS
d876994ba7c95ee3f1041ed42fc4bbba,ceacc242acd679abeeaa2353b76b99de,32041,contagem,MG
ce757220d9f01ba4887f6bf76ced6a1c,a532fd54430dcef49c1f8dd838889158,86990,marialva,PR
33dc04a1e7c748a2722c3f87f5b23416,edf6f64d9bb54ba61b4c3a008416501e,66093,belem,PA
b3927569e0d789c9d5239fbdbaaed7ad,4df43d4c7d3a093a519dbfe0b9dcc0d6,69307,boa vista,RR
6cee76d1e3c3c310a01384d453f50e3f,a8fd074b27a3bcbb16deba85b778900f,13202,jundiai,SP
c28575c13776aed05202cfecdc80d6d6,dda153711f14f8bcbf37d7ccd8946500,08584,itaquaquecetuba,SP
70bbc573466c79e7052d08317e650d97,42669722f592114360451dba9cfb6f49,51020,recife,PE
bb96337119e1d2b4ae497d8a71311d26,1fca9e6bc55b17b765c10d62eff1bee7,35480,bonfim,MG
7fc8ef1dd2d7ac610fde57ee0cd595c6,b6060f1e6ead8a46861445ea8ac72c85,80540,curitiba,PR
c8881515a45dd6f97054f6501441e421,6c56bc412d285dc4211c29a964a7837b,22783,rio de janeiro,RJ
812a63ff144b41eb8a0a01ed1b654056,2b49a7b7c7f0a75aa6d8950f02cb9182,25065,duque de caxias,RJ
61a2bcfdddcb8a54fcb1df4a1f2a6f5b,c7b7d8934b4a3ce51288162d4f7a1399,20260,rio de janeiro,RJ
f734bc25bd9630f74781066f38b6bb45,3b529e86d89222d9af57ee77a108374e,87302,campo mourao,PR
f2f77a190f7182c1532c83cd0c32f6b6,6f20c62564607bddca39c54e9ca5af9b,06395,carapicuiba,SP
f04018667ff9194bbaaf6aa27934ac56,87e5b2ef0c9dd7a455bea05c99177c27,08473,sao paulo,SP
1158880cb12ee968e191aef4c23db263,467bf79ce2396e5892760388eae4fcce,02563,sao paulo,SP
dd558dd7a87c9021c8a7608c6c769417,f5422e8b0c2a29cbc1bd48e0c0b9c523,70743,brasilia,DF
5570686147f6ca3b604569e47552efed,d395b5c9bd6e808680ac6dc64d6bfbad,30516,belo horizonte,MG
3088cc4bfafe311f1d84830808c2aa6d,2f0def88a867b9c0aabb60c561b4d640,09991,diadema,SP
7f34b35a198ead098d27d13705f084e2,f1fe705bc4a9f9b1508be25a3e4141f0,44085,feira de santana,BA
b03b8bf457533ef245fd5fa2681732d0,90149dae3857b44597744541030794a3,05782,sao paulo,SP
6ffb6fc4832cc08908e1954b347e54f4,32a43786b189977d4d4a5940f177b243,13670,santa rita do passa quatro,SP
269b0a35943abc8d354e9d50c8bd9d21,fc25f71bab94146446884fc523121d48,78240,porto esperidiao,MT
68e2315bb68097a47af6f93db20473bc,f9b752c739b24875babd3d3207928767,14110,bonfim paulista,SP
901fa7395cd19913092d88c3d263b157,b49862d2d7d16d13e68d23e868b3d8e0,31330,belo horizonte,MG
aa93b068cef5ac469de6f05ecd1939b5,7e940e7a039b58afbd11bf54464f59af,27913,macae,RJ
56cb51bbf3ef8092a28e4d90f3f00030,e9dc105c3da1d2c71a3540f37385d3f7,06172,osasco,SP
2515d9c80d9ef874870c0c29ca13496c,fce99ffc1d835ef6f6977139579adf36,38900,bambui,MG
1abb0c19ec88e40555c8ee5ba6f2a102,b57bae12fea3467502bf32351c47144b,49535,sao miguel do aleixo,SE
73b3fa21c0e10f40293fee7787521991,af982647bad6ee3e3a748ff4721e6644,04363,sao paulo,SP
d77129c07a09045897df7b1ecf5b85dc,0c7f5da7d9d33d16ddc25dfafcc513ce,03431,sao paulo,SP
2db1214d4615da67d9b35f7084542bdf,fae9d22f06d65f5aa7814fa992262c86,05625,sao paulo,SP
3dea99f007f9b9a745a354fe201bf0e1,155be55796f02d42350765e7703821f5,73770,alto paraiso de goias,GO
9303f65ccc8b7cfebfd99aef801ae5cb,d8317a17f4fc39505fb392f6e688f2d7,05409,sao paulo,SP
cb1d1ff0489e8f800375a08a8b8fd92b,33f86281d5203b278e32070d4a02592e,36900,manhuacu,MG
86a86095c835b9ad8633982e96fd84bf,55fbb64f60861980e74c4f136f304297,05026,sao paulo,SP
a515248d7329f35b368348d0068033d6,5faabfe6772088c4d906b63fa81ac63d,95047,caxias do sul,RS
6ec610172716519f13781b3068dde24b,07fe3cee40551d2377a917fb4f377714,05590,sao paulo,SP
6bfe1c3c2a345617bf98e5e71ecbef46,de031c302b6b340148a5ae814e393539,17012,bauru,SP
f63472b56baf790031d3a7d0f19c2d47,1f53b88248f7dd4c47d69eaeb0da3d88,12030,taubate,SP
1b0424078235e67294af80419dfab134,caf8cfa0ac3ff60facda076545837647,22231,rio de janeiro,RJ
6ab98db5b69a208cc166997a3fa31c45,83e8281db92841314f911511c67f6e20,64230,buriti dos lopes,PI
